EmpID,FirstName,LastName,StartDate,ExitDate,EmployeeStatus,EmployeeType,EmployeeClassificationType,DepartmentType,DOB,JobFunctionDescription,GenderCode,Education,Age,Experience,Salary,Attrition
3917,Chris,Vincent,2019+AC0-12+AC0-19,2023+AC0-03+AC0-31,Active,Part+AC0-Time,Full+AC0-Time,IT/IS,1993+AC0-04+AC0-11,Technician,Female,PhD,32,5,49500,Yes
3918,Myah,Waller,2020+AC0-09+AC0-24,2023+AC0-03+AC0-27,Active,Contract,Full+AC0-Time,IT/IS,1960+AC0-06+AC0-17,Laborer,Female,High School,65,4,30000,Yes
3919,Yaritza,Sherman,2023+AC0-07+AC0-06,,Active,Contract,Full+AC0-Time,IT/IS,1944+AC0-10+AC0-07,Tower Hand,Female,High School,80,2,23000,No
3920,Haley,Weaver,2021+AC0-04+AC0-11,2022+AC0-12+AC0-19,Active,Full+AC0-Time,Part+AC0-Time,IT/IS,1961+AC0-11+AC0-04,Laborer,Female,High School,63,4,30000,Yes
3921,Alessandra,Lee,2020+AC0-02+AC0-12,2022+AC0-07+AC0-15,Active,Contract,Part+AC0-Time,IT/IS,1943+AC0-11+AC0-30,Splicer,Female,PhD,81,5,49500,Yes
3922,Kaitlin,Hickman,2018+AC0-12+AC0-25,,Active,Part+AC0-Time,Full+AC0-Time,IT/IS,1996+AC0-10+AC0-04,Lineman,Female,Bachelor's,28,6,34800,No
3923,Giancarlo,Juarez,2021+AC0-12+AC0-25,2023+AC0-06+AC0-19,Active,Full+AC0-Time,Part+AC0-Time,IT/IS,1955+AC0-03+AC0-16,Foreman,Female,Master's,70,3,36750,Yes
3924,Walter,Zuniga,2021+AC0-05+AC0-22,,Active,Full+AC0-Time,Full+AC0-Time,IT/IS,1993+AC0-04+AC0-27,Technician,Male,High School,32,4,26000,No
3925,Anna,Jordan,2020+AC0-05+AC0-03,2022+AC0-11+AC0-14,Leave of Absence,Contract,Part+AC0-Time,IT/IS,1960+AC0-10+AC0-15,Vp,Male,High School,64,5,27500,Yes
3926,Jeffery,Gamble,2019+AC0-02+AC0-27,,Active,Full+AC0-Time,Full+AC0-Time,IT/IS,1941+AC0-12+AC0-16,Supervisor,Female,High School,83,6,29000,No
3927,Misael,Hunter,2020+AC0-03+AC0-01,2022+AC0-03+AC0-05,Active,Contract,Temporary,Executive Office,1982+AC0-10+AC0-12,Lineman,Male,PhD,42,5,49500,Yes
3928,Audrina,Yu,2021+AC0-01+AC0-27,2021+AC0-10+AC0-18,Active,Full+AC0-Time,Temporary,IT/IS,1956+AC0-07+AC0-11,Laborer,Male,Master's,69,4,45000,Yes
3929,Jeramiah,Foster,2023+AC0-06+AC0-18,2023+AC0-07+AC0-24,Active,Contract,Part+AC0-Time,IT/IS,1977+AC0-04+AC0-20,Clerk,Female,Bachelor's,48,2,32400,Yes
3930,Bruce,Wallace,2019+AC0-11+AC0-24,,Active,Contract,Part+AC0-Time,IT/IS,1984+AC0-04+AC0-09,Helper,Female,PhD,41,5,49500,No
3931,Giovani,Nelson,2021+AC0-09+AC0-24,,Active,Part+AC0-Time,Temporary,IT/IS,1960+AC0-06+AC0-26,Drafter,Male,Master's,65,3,36750,No
3932,Ari,Anthony,2022+AC0-08+AC0-17,,Active,Contract,Full+AC0-Time,IT/IS,1965+AC0-04+AC0-21,Billing,Female,Master's,60,2,34500,No
3933,Laylah,Branch,2023+AC0-04+AC0-18,,Active,Contract,Part+AC0-Time,IT/IS,1967+AC0-08+AC0-21,Engineer,Female,Bachelor's,57,2,37200,No
3934,Alanna,Mullins,2020+AC0-04+AC0-15,2022+AC0-05+AC0-13,Active,Full+AC0-Time,Temporary,IT/IS,1979+AC0-01+AC0-03,Vp,Female,High School,46,5,27500,Yes
3935,Arjun,Tyler,2020+AC0-12+AC0-25,,Active,Full+AC0-Time,Full+AC0-Time,IT/IS,1993+AC0-11+AC0-16,Lineman,Male,Master's,31,4,39000,No
3936,Donald,Favis,2022+AC0-07+AC0-21,2023+AC0-05+AC0-01,Terminated for Cause,Full+AC0-Time,Temporary,IT/IS,1998+AC0-06+AC0-27,Director,Male,Bachelor's,27,3,29400,Yes
3937,Daniff,Hernandez,2022+AC0-11+AC0-04,,Active,Contract,Part+AC0-Time,IT/IS,1944+AC0-09+AC0-13,Laborer,Male,High School,80,2,27000,No
3938,Lori,Roby,2020+AC0-04+AC0-20,,Active,Part+AC0-Time,Temporary,IT/IS,1955+AC0-05+AC0-28,Tower Hand,Female,PhD,70,5,49500,No
3939,Thomas,Murray,2019+AC0-09+AC0-05,,Active,Part+AC0-Time,Part+AC0-Time,IT/IS,1992+AC0-09+AC0-04,Foreman,Male,PhD,32,5,49500,No
3940,Karthikeyan,Ait Sidi,2019+AC0-08+AC0-11,,Active,Contract,Full+AC0-Time,IT/IS,1958+AC0-08+AC0-09,Technician,Male,PhD,66,5,49500,No
3941,Ivan,Rogers,2018+AC0-11+AC0-04,,Active,Full+AC0-Time,Temporary,IT/IS,1985+AC0-08+AC0-30,Laborer,Male,Master's,39,6,49500,No
3942,Bianca,Roehrich,2018+AC0-11+AC0-04,2021+AC0-12+AC0-22,Voluntarily Terminated,Contract,Temporary,IT/IS,1951+AC0-09+AC0-04,Laborer,Female,PhD,73,6,59400,Yes
3943,Jason,Salter,2019+AC0-07+AC0-27,2021+AC0-07+AC0-25,Voluntarily Terminated,Part+AC0-Time,Part+AC0-Time,IT/IS,1971+AC0-08+AC0-04,Administrative,Male,Bachelor's,54,6,34800,Yes
3944,Julia,Zhou,2020+AC0-12+AC0-21,,Active,Full+AC0-Time,Full+AC0-Time,IT/IS,1997+AC0-07+AC0-05,Administrator,Female,High School,28,4,26000,No
3945,Thelma,Petrowsky,2022+AC0-07+AC0-25,,Active,Full+AC0-Time,Temporary,IT/IS,1998+AC0-03+AC0-23,Engineer,Female,PhD,27,3,58500,No
3946,Jayne,Horton,2019+AC0-06+AC0-15,,Active,Contract,Temporary,IT/IS,1957+AC0-07+AC0-20,Technician,Female,Bachelor's,68,6,34800,No
3947,Renee,Becker,2020+AC0-04+AC0-04,2022+AC0-06+AC0-22,Terminated for Cause,Full+AC0-Time,Full+AC0-Time,IT/IS,1996+AC0-12+AC0-03,Field Technician,Female,Bachelor's,28,5,33000,Yes
3948,Randall,Pearson,2023+AC0-02+AC0-03,2023+AC0-05+AC0-29,Voluntarily Terminated,Contract,Full+AC0-Time,IT/IS,1943+AC0-10+AC0-29,Foreman,Male,Master's,81,2,34500,Yes
3949,Claudia N,Carr,2022+AC0-09+AC0-20,2023+AC0-07+AC0-04,Future Start,Full+AC0-Time,Temporary,IT/IS,1991+AC0-03+AC0-17,Laborer,Female,Bachelor's,34,2,32400,Yes
3950,Noelle,Johnson,2023+AC0-07+AC0-12,,Active,Full+AC0-Time,Part+AC0-Time,IT/IS,1989+AC0-01+AC0-29,Engineer,Female,Master's,36,2,46500,No
3951,Taisha,Goble,2021+AC0-04+AC0-25,2023+AC0-02+AC0-12,Terminated for Cause,Contract,Temporary,IT/IS,1961+AC0-09+AC0-07,Groundman,Female,PhD,63,4,46800,Yes
3952,Kramer,Simard,2021+AC0-03+AC0-13,,Active,Full+AC0-Time,Full+AC0-Time,IT/IS,1950+AC0-11+AC0-01,Assistant,Male,High School,74,4,29000,No
3953,Mark,Griffith,2021+AC0-08+AC0-16,,Active,Full+AC0-Time,Full+AC0-Time,IT/IS,1965+AC0-02+AC0-22,Engineer,Female,Master's,60,3,48750,No
3954,Denisse,Hayes,2021+AC0-10+AC0-18,,Active,Full+AC0-Time,Temporary,IT/IS,1946+AC0-11+AC0-11,Flagger,Female,High School,78,3,24500,No
3955,Draven,Giles,2020+AC0-02+AC0-16,2023+AC0-03+AC0-16,Active,Contract,Full+AC0-Time,IT/IS,1998+AC0-10+AC0-28,Coordinator,Female,Master's,26,5,41250,Yes
3956,Aliana,Shaw,2019+AC0-08+AC0-07,2023+AC0-03+AC0-08,Active,Contract,Temporary,IT/IS,1997+AC0-01+AC0-02,Foreman,Female,Master's,28,5,41250,Yes
3957,Makaila,Nixon,2022+AC0-01+AC0-03,,Active,Contract,Temporary,IT/IS,1991+AC0-01+AC0-02,Administration,Female,Master's,34,3,36750,No
3958,Mohammed,Orr,2020+AC0-09+AC0-22,,Active,Part+AC0-Time,Full+AC0-Time,IT/IS,1974+AC0-09+AC0-18,Foreman,Female,High School,50,4,26000,No
3959,Braylen,Mendoza,2022+AC0-11+AC0-11,2023+AC0-07+AC0-14,Terminated for Cause,Part+AC0-Time,Full+AC0-Time,IT/IS,1988+AC0-08+AC0-20,Foreman,Male,Master's,36,2,34500,Yes
3960,Andreas,Torres,2018+AC0-08+AC0-11,,Active,Part+AC0-Time,Full+AC0-Time,IT/IS,1947+AC0-04+AC0-05,Laborer,Male,Master's,78,6,49500,No
3961,Maddison,Perez,2023+AC0-03+AC0-31,,Active,Full+AC0-Time,Full+AC0-Time,IT/IS,1978+AC0-06+AC0-19,Lineman,Male,Bachelor's,47,2,27600,No
3962,Charlize,Wagner,2021+AC0-03+AC0-10,,Active,Contract,Part+AC0-Time,IT/IS,1990+AC0-11+AC0-18,Lineman,Female,Bachelor's,34,4,31200,No
3963,Micah,Pace,2019+AC0-08+AC0-30,,Active,Part+AC0-Time,Temporary,IT/IS,1998+AC0-05+AC0-19,Foreman,Female,Bachelor's,27,5,33000,No
3964,Marlee,Stevens,2021+AC0-06+AC0-07,2023+AC0-01+AC0-25,Future Start,Part+AC0-Time,Temporary,IT/IS,2001+AC0-02+AC0-26,Lineman,Male,Master's,24,4,39000,Yes
3965,Precious,Roth,2020+AC0-04+AC0-22,,Active,Contract,Part+AC0-Time,IT/IS,1998+AC0-11+AC0-01,Laborer,Female,Bachelor's,26,5,37800,No
3966,Konner,Villegas,2018+AC0-10+AC0-19,2021+AC0-09+AC0-04,Future Start,Contract,Part+AC0-Time,Software Engineering,1978+AC0-04+AC0-28,Laborer,Female,PhD,47,6,59400,Yes
3967,Anastasia,Gillespie,2018+AC0-12+AC0-03,2021+AC0-01+AC0-20,Active,Full+AC0-Time,Temporary,IT/IS,1955+AC0-07+AC0-19,Administration,Female,PhD,70,6,52200,Yes
3968,Emely,Rice,2021+AC0-02+AC0-20,,Active,Contract,Temporary,IT/IS,1967+AC0-07+AC0-14,Engineer,Female,High School,58,4,34000,No
3969,Lewis,Nixon,2021+AC0-01+AC0-17,,Active,Contract,Full+AC0-Time,IT/IS,1966+AC0-06+AC0-18,Lineman,Female,PhD,59,4,46800,No
3970,Macy,Webster,2020+AC0-10+AC0-04,2023+AC0-04+AC0-27,Active,Part+AC0-Time,Full+AC0-Time,IT/IS,1950+AC0-11+AC0-08,Foreman,Female,High School,74,4,26000,Yes
3971,Ciara,Acevedo,2021+AC0-01+AC0-29,,Active,Part+AC0-Time,Temporary,IT/IS,1958+AC0-10+AC0-31,Technician,Female,Bachelor's,66,4,31200,No
3972,Eleanor,Patton,2022+AC0-07+AC0-26,,Active,Part+AC0-Time,Part+AC0-Time,IT/IS,1955+AC0-06+AC0-07,Foreman,Female,High School,70,3,24500,No
3973,Brooklyn,Tanner,2018+AC0-09+AC0-21,2023+AC0-06+AC0-22,Terminated for Cause,Part+AC0-Time,Temporary,IT/IS,1973+AC0-05+AC0-22,Laborer,Female,Master's,52,6,49500,Yes
3974,Zander,Franco,2018+AC0-12+AC0-25,2019+AC0-07+AC0-10,Terminated for Cause,Part+AC0-Time,Full+AC0-Time,IT/IS,1986+AC0-01+AC0-07,Engineer,Male,High School,39,6,37000,Yes
3975,Kianna,Rhodes,2020+AC0-11+AC0-03,2022+AC0-09+AC0-25,Terminated for Cause,Part+AC0-Time,Temporary,IT/IS,1999+AC0-01+AC0-25,Technician,Male,High School,26,4,26000,Yes
3976,Kinsley,Braun,2021+AC0-10+AC0-22,,Active,Full+AC0-Time,Temporary,IT/IS,1991+AC0-11+AC0-17,Laborer,Female,High School,33,3,28500,No
3977,Gordon,Wu,2018+AC0-08+AC0-27,,Active,Full+AC0-Time,Full+AC0-Time,IT/IS,1943+AC0-08+AC0-19,Apprentice,Female,Master's,81,6,43500,No
3978,Maryjane,Cross,2020+AC0-07+AC0-12,,Active,Part+AC0-Time,Part+AC0-Time,IT/IS,1980+AC0-04+AC0-26,Laborer,Male,High School,45,5,31500,No
3979,Peyton,Phelps,2021+AC0-01+AC0-25,2022+AC0-06+AC0-11,Future Start,Contract,Temporary,IT/IS,1967+AC0-10+AC0-30,Controller,Female,PhD,57,4,46800,Yes
3980,Carmen,Atkins,2020+AC0-05+AC0-11,,Active,Full+AC0-Time,Full+AC0-Time,IT/IS,1975+AC0-12+AC0-02,Project Manager,Female,Bachelor's,49,5,45000,No
3981,Kiara,Fox,2020+AC0-07+AC0-24,2023+AC0-04+AC0-09,Active,Full+AC0-Time,Temporary,IT/IS,1960+AC0-02+AC0-07,Laborer,Female,High School,65,5,31500,Yes
3982,Yair,Jennings,2022+AC0-08+AC0-09,,Active,Part+AC0-Time,Part+AC0-Time,IT/IS,1957+AC0-06+AC0-12,Laborer,Female,PhD,68,2,48600,No
3983,Kaylie,Velazquez,2022+AC0-06+AC0-12,,Active,Full+AC0-Time,Full+AC0-Time,IT/IS,1964+AC0-04+AC0-12,Technician,Female,High School,61,3,24500,No
3984,Christine,Skinner,2022+AC0-02+AC0-10,2022+AC0-06+AC0-08,Active,Contract,Full+AC0-Time,IT/IS,1963+AC0-07+AC0-23,Laborer,Female,Bachelor's,62,3,34200,Yes
3985,Zayne,Mccullough,2023+AC0-01+AC0-13,2023+AC0-05+AC0-19,Terminated for Cause,Part+AC0-Time,Part+AC0-Time,IT/IS,1992+AC0-01+AC0-18,Director,Male,High School,33,2,23000,Yes
3986,Dennis,Key,2020+AC0-03+AC0-10,,Active,Part+AC0-Time,Temporary,IT/IS,1972+AC0-11+AC0-27,Supervisor,Female,PhD,52,5,49500,No
3987,Aydan,Benjamin,2022+AC0-02+AC0-25,2022+AC0-07+AC0-19,Terminated for Cause,Full+AC0-Time,Full+AC0-Time,IT/IS,1982+AC0-05+AC0-03,Supervisor,Male,Master's,43,3,36750,Yes
3988,Kenzie,Mullins,2022+AC0-07+AC0-21,2022+AC0-11+AC0-21,Leave of Absence,Contract,Temporary,IT/IS,1981+AC0-06+AC0-17,Mechanic,Female,Master's,44,3,36750,Yes
3989,Asa,Pham,2022+AC0-07+AC0-11,,Active,Full+AC0-Time,Part+AC0-Time,IT/IS,1952+AC0-06+AC0-18,Foreman,Female,Master's,73,3,36750,No
3990,Damarion,Schneider,2019+AC0-12+AC0-02,2019+AC0-12+AC0-26,Future Start,Contract,Temporary,IT/IS,1956+AC0-12+AC0-18,Safety,Male,PhD,68,5,49500,Yes
3991,Talan,Rodgers,2023+AC0-04+AC0-10,,Active,Contract,Full+AC0-Time,IT/IS,1974+AC0-03+AC0-09,Coordinator,Male,PhD,51,2,41400,No
3992,Evelin,Snow,2022+AC0-12+AC0-08,2023+AC0-05+AC0-07,Active,Part+AC0-Time,Full+AC0-Time,IT/IS,1961+AC0-12+AC0-28,Technician,Male,Master's,63,2,34500,Yes
3993,Sienna,Preston,2022+AC0-06+AC0-22,,Active,Contract,Full+AC0-Time,IT/IS,1996+AC0-05+AC0-24,Foreman,Female,High School,29,3,24500,No
3994,Taylor,Dennis,2022+AC0-09+AC0-22,,Active,Full+AC0-Time,Full+AC0-Time,IT/IS,1987+AC0-02+AC0-08,Top Hand,Female,Bachelor's,38,2,27600,No
3995,Cortez,Murillo,2019+AC0-07+AC0-15,2021+AC0-06+AC0-01,Active,Full+AC0-Time,Temporary,IT/IS,1946+AC0-12+AC0-08,Project Manager,Female,Bachelor's,78,6,46800,Yes
3996,Leonel,Combs,2021+AC0-09+AC0-01,,Active,Part+AC0-Time,Full+AC0-Time,IT/IS,1999+AC0-11+AC0-29,Laborer,Female,PhD,25,3,51300,No
3997,Carmen,Frost,2019+AC0-07+AC0-16,,Active,Contract,Temporary,IT/IS,1946+AC0-12+AC0-02,Project Manager,Male,Master's,78,6,58500,No
3998,Ace,Krause,2021+AC0-12+AC0-24,2022+AC0-07+AC0-27,Terminated for Cause,Full+AC0-Time,Full+AC0-Time,IT/IS,1971+AC0-01+AC0-22,Administrative,Female,Bachelor's,54,3,29400,Yes
3999,Reuben,Davila,2019+AC0-04+AC0-17,2021+AC0-08+AC0-17,Terminated for Cause,Full+AC0-Time,Full+AC0-Time,IT/IS,1943+AC0-02+AC0-01,Engineer,Male,High School,82,6,37000,Yes
4000,Angelique,Mann,2019+AC0-10+AC0-26,2021+AC0-06+AC0-08,Terminated for Cause,Contract,Full+AC0-Time,IT/IS,1960+AC0-03+AC0-31,Technician,Male,Master's,65,5,41250,Yes
1001,Susan,Exantus,2019+AC0-08+AC0-29,,Active,Part+AC0-Time,Part+AC0-Time,Software Engineering,1957+AC0-09+AC0-21,Engineer,Female,PhD,67,5,63900,No
1002,Sandra,Martin,2022+AC0-12+AC0-12,2023+AC0-05+AC0-28,Active,Part+AC0-Time,Temporary,Software Engineering,1950+AC0-07+AC0-08,Foreman,Female,Bachelor's,75,2,27600,Yes
1003,Keyla,Del Bosque,2023+AC0-03+AC0-08,2023+AC0-03+AC0-15,Active,Contract,Part+AC0-Time,Software Engineering,1973+AC0-11+AC0-23,Foreman,Female,Master's,51,2,34500,Yes
1004,Andrew,Szabo,2020+AC0-05+AC0-29,2021+AC0-03+AC0-05,Active,Part+AC0-Time,Part+AC0-Time,Software Engineering,1957+AC0-01+AC0-27,Coordinator,Male,Master's,68,5,41250,Yes
1005,Luke,Patronick,2022+AC0-09+AC0-16,,Active,Full+AC0-Time,Temporary,Software Engineering,1970+AC0-07+AC0-28,Project Manager,Male,PhD,55,2,59400,No
1006,Colby,Andreola,2021+AC0-08+AC0-15,2021+AC0-11+AC0-20,Active,Full+AC0-Time,Part+AC0-Time,Software Engineering,1959+AC0-02+AC0-19,Administrative,Female,Bachelor's,66,3,29400,Yes
1007,Edward,TRUE,2020+AC0-10+AC0-25,2021+AC0-09+AC0-26,Voluntarily Terminated,Part+AC0-Time,Part+AC0-Time,Software Engineering,2000+AC0-03+AC0-18,Lineman,Male,Bachelor's,25,4,31200,Yes
1008,Judith,Carabbio,2019+AC0-08+AC0-28,2020+AC0-05+AC0-04,Active,Contract,Temporary,Software Engineering,1981+AC0-12+AC0-21,Foreman,Female,PhD,43,5,49500,Yes
1009,Adell,Saada,2019+AC0-06+AC0-13,2023+AC0-01+AC0-12,Active,Part+AC0-Time,Temporary,Software Engineering,1987+AC0-03+AC0-01,Model Assistant,Female,Master's,38,6,48000,Yes
1010,Kamari,Hunter,2021+AC0-01+AC0-12,2022+AC0-03+AC0-18,Voluntarily Terminated,Part+AC0-Time,Temporary,Software Engineering,1992+AC0-10+AC0-21,Supervisor,Male,PhD,32,4,46800,Yes
1011,Sarah,Malone,2022+AC0-02+AC0-07,2023+AC0-02+AC0-12,Voluntarily Terminated,Contract,Temporary,Software Engineering,1948+AC0-02+AC0-22,Foreman,Male,Bachelor's,77,3,29400,Yes
1012,Skyler,Blackwell,2020+AC0-11+AC0-09,2021+AC0-06+AC0-06,Voluntarily Terminated,Contract,Temporary,Software Engineering,1978+AC0-10+AC0-03,Administrative,Male,PhD,46,4,46800,Yes
1013,Jasmin,Shah,2020+AC0-05+AC0-13,,Active,Part+AC0-Time,Full+AC0-Time,Software Engineering,1974+AC0-11+AC0-19,Engineer,Male,Bachelor's,50,5,42600,No
1014,Kole,Quinn,2022+AC0-12+AC0-31,2023+AC0-07+AC0-13,Active,Part+AC0-Time,Full+AC0-Time,Software Engineering,1953+AC0-07+AC0-13,Clerk,Male,Bachelor's,72,2,32400,Yes
1015,Ansley,Jackson,2018+AC0-12+AC0-03,,Active,Contract,Part+AC0-Time,Software Engineering,1961+AC0-12+AC0-04,Vp,Female,Master's,63,6,43500,No
1016,Jayda,Reese,2020+AC0-02+AC0-21,2021+AC0-05+AC0-29,Active,Part+AC0-Time,Part+AC0-Time,Admin Offices,1956+AC0-03+AC0-08,Mechanic,Female,Master's,69,5,41250,Yes
1017,Julien,Whitehead,2020+AC0-09+AC0-07,2021+AC0-12+AC0-15,Active,Full+AC0-Time,Full+AC0-Time,Admin Offices,1947+AC0-07+AC0-05,Laborer,Female,High School,78,4,30000,Yes
1018,Alan,Haynes,2020+AC0-06+AC0-19,2021+AC0-12+AC0-08,Active,Part+AC0-Time,Part+AC0-Time,Admin Offices,1942+AC0-02+AC0-24,Laborer,Female,Bachelor's,83,5,37800,Yes
1019,Kamryn,Herrera,2022+AC0-10+AC0-14,2023+AC0-07+AC0-28,Voluntarily Terminated,Full+AC0-Time,Temporary,Software Engineering,1978+AC0-11+AC0-28,Engineer,Male,Bachelor's,46,2,37200,Yes
1020,Kelvin,Foster,2023+AC0-06+AC0-20,2023+AC0-07+AC0-18,Voluntarily Terminated,Contract,Full+AC0-Time,Software Engineering,1990+AC0-12+AC0-20,Supervisor,Female,Master's,34,2,34500,Yes
1021,Joe,Fletcher,2020+AC0-11+AC0-09,2023+AC0-07+AC0-17,Voluntarily Terminated,Full+AC0-Time,Full+AC0-Time,Software Engineering,1989+AC0-01+AC0-25,Billing,Male,High School,36,4,26000,Yes
1022,Frederick,Howe,2022+AC0-09+AC0-19,,Active,Part+AC0-Time,Temporary,Software Engineering,1962+AC0-06+AC0-11,Engineer,Male,Master's,63,2,46500,No
1023,Nickolas,Davila,2018+AC0-11+AC0-09,2021+AC0-10+AC0-10,Active,Contract,Part+AC0-Time,Software Engineering,1992+AC0-04+AC0-05,Clerk,Male,Master's,33,6,49500,Yes
1024,Kasey,Boyer,2018+AC0-12+AC0-30,2021+AC0-06+AC0-23,Active,Contract,Part+AC0-Time,Software Engineering,1987+AC0-03+AC0-30,Coordinator,Female,Master's,38,6,43500,Yes
1025,Giovanni,Jenkins,2023+AC0-05+AC0-11,2023+AC0-05+AC0-15,Active,Full+AC0-Time,Temporary,Admin Offices,1960+AC0-11+AC0-13,Foreman,Female,Master's,64,2,34500,Yes
1026,Alexis,Moss,2022+AC0-11+AC0-03,2023+AC0-02+AC0-09,Active,Contract,Part+AC0-Time,Admin Offices,1950+AC0-11+AC0-07,Engineer,Female,PhD,74,2,55800,Yes
1027,Joanna,Murphy,2020+AC0-06+AC0-14,2021+AC0-05+AC0-29,Active,Part+AC0-Time,Full+AC0-Time,Admin Offices,1962+AC0-12+AC0-21,Flagger,Male,High School,62,5,27500,Yes
1028,Joseph,Schmidt,2019+AC0-10+AC0-15,2023+AC0-01+AC0-01,Voluntarily Terminated,Full+AC0-Time,Part+AC0-Time,Software Engineering,2000+AC0-10+AC0-22,Model Assistant,Male,PhD,24,5,54900,Yes
1029,Brittany,Hurley,2020+AC0-04+AC0-28,,Active,Part+AC0-Time,Part+AC0-Time,Software Engineering,1979+AC0-06+AC0-01,Specialist,Female,High School,46,5,27500,No
1030,Niko,Hamilton,2019+AC0-10+AC0-29,,Active,Contract,Temporary,Software Engineering,1955+AC0-07+AC0-06,Foreman,Male,PhD,70,5,49500,No
1031,Ruben,Martinez,2021+AC0-04+AC0-28,,Active,Part+AC0-Time,Temporary,Software Engineering,1972+AC0-10+AC0-29,Lineman,Male,PhD,52,4,46800,No
1032,Kiley,Haynes,2022+AC0-04+AC0-19,2022+AC0-08+AC0-26,Active,Full+AC0-Time,Part+AC0-Time,Software Engineering,1954+AC0-07+AC0-01,Laborer,Male,Master's,71,3,42750,Yes
1033,Blaine,Brooks,2023+AC0-03+AC0-28,,Active,Contract,Full+AC0-Time,Software Engineering,1997+AC0-03+AC0-28,Operator,Male,Master's,28,2,34500,No
1034,Dennis,Livingston,2019+AC0-05+AC0-06,,Active,Full+AC0-Time,Part+AC0-Time,Software Engineering,1977+AC0-12+AC0-08,Manager,Female,Bachelor's,47,6,46800,No
1035,Case,Russell,2020+AC0-10+AC0-13,,Active,Full+AC0-Time,Temporary,Admin Offices,1979+AC0-02+AC0-16,Laborer,Female,PhD,46,4,54000,No
1036,Kody,Jimenez,2021+AC0-07+AC0-06,2021+AC0-11+AC0-25,Active,Part+AC0-Time,Part+AC0-Time,Admin Offices,1993+AC0-08+AC0-08,Foreman,Male,PhD,31,4,46800,Yes
1037,Zoe,Colon,2020+AC0-09+AC0-24,2020+AC0-11+AC0-02,Voluntarily Terminated,Part+AC0-Time,Full+AC0-Time,Software Engineering,1993+AC0-07+AC0-27,Engineer,Male,Master's,32,4,51000,Yes
1038,Courtney,Cowan,2023+AC0-01+AC0-18,,Active,Contract,Part+AC0-Time,Software Engineering,1971+AC0-05+AC0-04,Crew Leader,Male,High School,54,2,23000,No
1039,Nolan,Perez,2019+AC0-08+AC0-22,2022+AC0-03+AC0-25,Voluntarily Terminated,Part+AC0-Time,Part+AC0-Time,Software Engineering,1982+AC0-11+AC0-17,Administrative,Female,Bachelor's,42,5,33000,Yes
1040,Katrina,Farrell,2019+AC0-07+AC0-25,2022+AC0-12+AC0-17,Voluntarily Terminated,Contract,Part+AC0-Time,Software Engineering,1972+AC0-04+AC0-25,Technician,Male,High School,53,6,29000,Yes
1041,Camden,Kelly,2019+AC0-11+AC0-11,2020+AC0-01+AC0-10,Voluntarily Terminated,Full+AC0-Time,Full+AC0-Time,Software Engineering,1976+AC0-11+AC0-04,Administrative,Male,Master's,48,5,41250,Yes
1042,Milo,Hood,2022+AC0-07+AC0-16,,Active,Contract,Temporary,Software Engineering,1942+AC0-08+AC0-18,Driller,Male,Bachelor's,82,3,29400,No
1043,Kale,Lang,2022+AC0-12+AC0-19,2023+AC0-05+AC0-10,Active,Full+AC0-Time,Part+AC0-Time,Software Engineering,1955+AC0-12+AC0-16,Billing,Female,PhD,69,2,41400,Yes
1044,Shyanne,Stark,2020+AC0-09+AC0-15,,Active,Contract,Temporary,Software Engineering,1956+AC0-09+AC0-16,Foreman,Female,Bachelor's,68,4,31200,No
1045,Elliott,Ashley,2020+AC0-10+AC0-04,2023+AC0-02+AC0-27,Active,Full+AC0-Time,Temporary,Admin Offices,1963+AC0-06+AC0-10,Foreman,Female,Master's,62,4,39000,Yes
1046,Genesis,Todd,2022+AC0-04+AC0-23,2022+AC0-08+AC0-03,Voluntarily Terminated,Full+AC0-Time,Temporary,Software Engineering,1962+AC0-11+AC0-17,Laborer,Male,Master's,62,3,42750,Yes
1047,Sincere,Jimenez,2021+AC0-11+AC0-27,,Active,Contract,Part+AC0-Time,Software Engineering,1947+AC0-11+AC0-24,Technician,Female,PhD,77,3,44100,No
1048,Stephen,Daugherty,2019+AC0-11+AC0-29,,Active,Part+AC0-Time,Temporary,Software Engineering,1956+AC0-07+AC0-19,Helper,Male,PhD,69,5,49500,No
1049,Demarion,Morrow,2019+AC0-05+AC0-30,2020+AC0-12+AC0-19,Voluntarily Terminated,Part+AC0-Time,Part+AC0-Time,Software Engineering,1954+AC0-09+AC0-26,Technician,Male,High School,70,6,29000,Yes
1050,Steven,Schneider,2020+AC0-11+AC0-23,,Active,Contract,Temporary,Software Engineering,1993+AC0-07+AC0-04,Accounting,Male,Bachelor's,32,4,38400,No
1051,Devon,Hinton,2022+AC0-04+AC0-08,2023+AC0-01+AC0-11,Active,Full+AC0-Time,Part+AC0-Time,Software Engineering,1981+AC0-04+AC0-29,Operator,Male,High School,44,3,24500,Yes
1052,Jacquelyn,Johns,2021+AC0-02+AC0-25,2021+AC0-06+AC0-04,Active,Contract,Part+AC0-Time,Software Engineering,1980+AC0-06+AC0-21,Foreman,Female,PhD,45,4,46800,Yes
1053,Blaine,Keith,2019+AC0-03+AC0-13,2021+AC0-04+AC0-07,Active,Contract,Full+AC0-Time,Software Engineering,1947+AC0-07+AC0-25,Project Manager,Female,PhD,78,6,70200,Yes
